card_name,card_id,image_id,image_index,image_url,filename,status
Akihiron,36904469,36904469,1,https://images.ygoprodeck.com/images/cards/36904469.jpg,36904469-akihiron.jpg,downloaded
"Akz, the Pumer",38837163,38837163,1,https://images.ygoprodeck.com/images/cards/38837163.jpg,38837163-akz-the-pumer.jpg,downloaded
Al-Lumi'raj,25795273,25795273,1,https://images.ygoprodeck.com/images/cards/25795273.jpg,25795273-al-lumi-raj.jpg,downloaded
Alba System Dogmatikalamity,93053159,93053159,1,https://images.ygoprodeck.com/images/cards/93053159.jpg,93053159-alba-system-dogmatikalamity.jpg,downloaded
Alba-Lenatus the Abyss Dragon,3410461,3410461,1,https://images.ygoprodeck.com/images/cards/3410461.jpg,3410461-alba-lenatus-the-abyss-dragon.jpg,downloaded
Albaz the Ashen,37683547,37683547,1,https://images.ygoprodeck.com/images/cards/37683547.jpg,37683547-albaz-the-ashen.jpg,downloaded
Albion the Branded Dragon,87746184,87746184,1,https://images.ygoprodeck.com/images/cards/87746184.jpg,87746184-albion-the-branded-dragon.jpg,downloaded
Albion the Sanctifire Dragon,38811586,38811586,1,https://images.ygoprodeck.com/images/cards/38811586.jpg,38811586-albion-the-sanctifire-dragon.jpg,downloaded
Albion the Shrouded Dragon,25451383,25451383,1,https://images.ygoprodeck.com/images/cards/25451383.jpg,25451383-albion-the-shrouded-dragon.jpg,downloaded
Alchemic Magician,65301952,65301952,1,https://images.ygoprodeck.com/images/cards/65301952.jpg,65301952-alchemic-magician.jpg,downloaded
Alchemist of Black Spells,78121572,78121572,1,https://images.ygoprodeck.com/images/cards/78121572.jpg,78121572-alchemist-of-black-spells.jpg,downloaded
Alchemy Cycle,65384019,65384019,1,https://images.ygoprodeck.com/images/cards/65384019.jpg,65384019-alchemy-cycle.jpg,downloaded
"Alector, Sovereign of Birds",17573739,17573739,1,https://images.ygoprodeck.com/images/cards/17573739.jpg,17573739-alector-sovereign-of-birds.jpg,downloaded
"Aleirtt, the Ogdoadic Dark",98787535,98787535,1,https://images.ygoprodeck.com/images/cards/98787535.jpg,98787535-aleirtt-the-ogdoadic-dark.jpg,downloaded
Aleister the Invoker,86120751,86120751,1,https://images.ygoprodeck.com/images/cards/86120751.jpg,86120751-aleister-the-invoker.jpg,downloaded
Aleister the Invoker,86120751,86120752,2,https://images.ygoprodeck.com/images/cards/86120752.jpg,86120752-alt2-aleister-the-invoker.jpg,downloaded
Aleister the Invoker of Madness,97973962,97973962,1,https://images.ygoprodeck.com/images/cards/97973962.jpg,97973962-aleister-the-invoker-of-madness.jpg,downloaded
Aleister the Reminiscent,57294268,57294268,1,https://images.ygoprodeck.com/images/cards/57294268.jpg,57294268-aleister-the-reminiscent.jpg,downloaded
ALERT!,26372118,26372118,1,https://images.ygoprodeck.com/images/cards/26372118.jpg,26372118-alert.jpg,downloaded
Alexandrite Dragon,43096270,43096270,1,https://images.ygoprodeck.com/images/cards/43096270.jpg,43096270-alexandrite-dragon.jpg,downloaded
Alghoul Mazera,45154513,45154513,1,https://images.ygoprodeck.com/images/cards/45154513.jpg,45154513-alghoul-mazera.jpg,downloaded
"Alice, Lady of Lament",14504454,14504454,1,https://images.ygoprodeck.com/images/cards/14504454.jpg,14504454-alice-lady-of-lament.jpg,downloaded
"Alich, Malebranche of the Burning Abyss",47728740,47728740,1,https://images.ygoprodeck.com/images/cards/47728740.jpg,47728740-alich-malebranche-of-the-burning-abyss.jpg,downloaded
Alien Brain,17490535,17490535,1,https://images.ygoprodeck.com/images/cards/17490535.jpg,17490535-alien-brain.jpg,downloaded
Alien Ammonite,652362,652362,1,https://images.ygoprodeck.com/images/cards/652362.jpg,652362-alien-ammonite.jpg,downloaded
Alien Dog,15475415,15475415,1,https://images.ygoprodeck.com/images/cards/15475415.jpg,15475415-alien-dog.jpg,downloaded
Alien Grey,62437709,62437709,1,https://images.ygoprodeck.com/images/cards/62437709.jpg,62437709-alien-grey.jpg,downloaded
Alien Hunter,62315111,62315111,1,https://images.ygoprodeck.com/images/cards/62315111.jpg,62315111-alien-hunter.jpg,downloaded
Alien Hypno,38468214,38468214,1,https://images.ygoprodeck.com/images/cards/38468214.jpg,38468214-alien-hypno.jpg,downloaded
Alien Infiltrator,76573247,76573247,1,https://images.ygoprodeck.com/images/cards/76573247.jpg,76573247-alien-infiltrator.jpg,downloaded
Alien Kid,64160836,64160836,1,https://images.ygoprodeck.com/images/cards/64160836.jpg,64160836-alien-kid.jpg,downloaded
Alien Mars,99532708,99532708,1,https://images.ygoprodeck.com/images/cards/99532708.jpg,99532708-alien-mars.jpg,downloaded
Alien Mother,24104865,24104865,1,https://images.ygoprodeck.com/images/cards/24104865.jpg,24104865-alien-mother.jpg,downloaded
Alien Overlord,63253763,63253763,1,https://images.ygoprodeck.com/images/cards/63253763.jpg,63253763-alien-overlord.jpg,downloaded
Alien Psychic,58012107,58012107,1,https://images.ygoprodeck.com/images/cards/58012107.jpg,58012107-alien-psychic.jpg,downloaded
Alien Shocktrooper,97127906,97127906,1,https://images.ygoprodeck.com/images/cards/97127906.jpg,97127906-alien-shocktrooper.jpg,downloaded
Alien Shocktrooper M-Frame,74974229,74974229,1,https://images.ygoprodeck.com/images/cards/74974229.jpg,74974229-alien-shocktrooper-m-frame.jpg,downloaded
Alien Skull,25920413,25920413,1,https://images.ygoprodeck.com/images/cards/25920413.jpg,25920413-alien-skull.jpg,downloaded
Alien Stealthbuster,58066722,58066722,1,https://images.ygoprodeck.com/images/cards/58066722.jpg,58066722-alien-stealthbuster.jpg,downloaded
Alien Telepath,91070115,91070115,1,https://images.ygoprodeck.com/images/cards/91070115.jpg,91070115-alien-telepath.jpg,downloaded
Alien Warrior,98719226,98719226,1,https://images.ygoprodeck.com/images/cards/98719226.jpg,98719226-alien-warrior.jpg,downloaded
Alinsection,70924884,70924884,1,https://images.ygoprodeck.com/images/cards/70924884.jpg,70924884-alinsection.jpg,downloaded
All-Eyes Phantom Dragon,70335319,70335319,1,https://images.ygoprodeck.com/images/cards/70335319.jpg,70335319-all-eyes-phantom-dragon.jpg,downloaded
All-Out Attacks,30834988,30834988,1,https://images.ygoprodeck.com/images/cards/30834988.jpg,30834988-all-out-attacks.jpg,downloaded
Alligator's Sword,64428736,64428736,1,https://images.ygoprodeck.com/images/cards/64428736.jpg,64428736-alligator-s-sword.jpg,downloaded
Alligator's Sword Dragon,3366982,3366982,1,https://images.ygoprodeck.com/images/cards/3366982.jpg,3366982-alligator-s-sword-dragon.jpg,downloaded
Allied Code Talker @Ignister,39138610,39138610,1,https://images.ygoprodeck.com/images/cards/39138610.jpg,39138610-allied-code-talker-ignister.jpg,downloaded
Alligator's Sword Dragon Knight,101402002,101402002,1,https://images.ygoprodeck.com/images/cards/101402002.jpg,101402002-alligator-s-sword-dragon-knight.jpg,downloaded
Allure Dance,68316358,68316358,1,https://images.ygoprodeck.com/images/cards/68316358.jpg,68316358-allure-dance.jpg,downloaded
Allure of Darkness,1475311,1475311,1,https://images.ygoprodeck.com/images/cards/1475311.jpg,1475311-allure-of-darkness.jpg,downloaded
Allure Palace,31322640,31322640,1,https://images.ygoprodeck.com/images/cards/31322640.jpg,31322640-allure-palace.jpg,downloaded
Allure Queen LV3,87257460,87257460,1,https://images.ygoprodeck.com/images/cards/87257460.jpg,87257460-allure-queen-lv3.jpg,downloaded
Allure Queen LV5,23756165,23756165,1,https://images.ygoprodeck.com/images/cards/23756165.jpg,23756165-allure-queen-lv5.jpg,downloaded
Allure Queen LV7,50140163,50140163,1,https://images.ygoprodeck.com/images/cards/50140163.jpg,50140163-allure-queen-lv7.jpg,downloaded
Alluring Mirror Split,92881099,92881099,1,https://images.ygoprodeck.com/images/cards/92881099.jpg,92881099-alluring-mirror-split.jpg,downloaded
Ally Mind,40155554,40155554,1,https://images.ygoprodeck.com/images/cards/40155554.jpg,40155554-ally-mind.jpg,downloaded
Allvain the Essence of Vanity,3544583,3544583,1,https://images.ygoprodeck.com/images/cards/3544583.jpg,3544583-allvain-the-essence-of-vanity.jpg,downloaded
Ally of Justice Catastor,26593852,26593852,1,https://images.ygoprodeck.com/images/cards/26593852.jpg,26593852-ally-of-justice-catastor.jpg,downloaded
Ally of Justice Clausolas,89386122,89386122,1,https://images.ygoprodeck.com/images/cards/89386122.jpg,89386122-ally-of-justice-clausolas.jpg,downloaded
Ally of Justice Core Destroyer,36629203,36629203,1,https://images.ygoprodeck.com/images/cards/36629203.jpg,36629203-ally-of-justice-core-destroyer.jpg,downloaded
Ally of Justice Cosmic Gateway,8822710,8822710,1,https://images.ygoprodeck.com/images/cards/8822710.jpg,8822710-ally-of-justice-cosmic-gateway.jpg,downloaded
Ally of Justice Cycle Reader,8233522,8233522,1,https://images.ygoprodeck.com/images/cards/8233522.jpg,8233522-ally-of-justice-cycle-reader.jpg,downloaded
Ally of Justice Cyclone Creator,45586855,45586855,1,https://images.ygoprodeck.com/images/cards/45586855.jpg,45586855-ally-of-justice-cyclone-creator.jpg,downloaded
Ally of Justice Decisive Armor,9888196,9888196,1,https://images.ygoprodeck.com/images/cards/9888196.jpg,9888196-ally-of-justice-decisive-armor.jpg,downloaded
Ally of Justice Enemy Catcher,45033006,45033006,1,https://images.ygoprodeck.com/images/cards/45033006.jpg,45033006-ally-of-justice-enemy-catcher.jpg,downloaded
Ally of Justice Field Marshal,69461394,69461394,1,https://images.ygoprodeck.com/images/cards/69461394.jpg,69461394-ally-of-justice-field-marshal.jpg,downloaded
Ally of Justice Garadholg,25771826,25771826,1,https://images.ygoprodeck.com/images/cards/25771826.jpg,25771826-ally-of-justice-garadholg.jpg,downloaded
Ally of Justice Light Gazer,19204398,19204398,1,https://images.ygoprodeck.com/images/cards/19204398.jpg,19204398-ally-of-justice-light-gazer.jpg,downloaded
Ally of Justice Nullfier,76650663,76650663,1,https://images.ygoprodeck.com/images/cards/76650663.jpg,76650663-ally-of-justice-nullfier.jpg,downloaded
Ally of Justice Omni-Weapon,45450218,45450218,1,https://images.ygoprodeck.com/images/cards/45450218.jpg,45450218-ally-of-justice-omni-weapon.jpg,downloaded
Ally of Justice Quarantine,72845813,72845813,1,https://images.ygoprodeck.com/images/cards/72845813.jpg,72845813-ally-of-justice-quarantine.jpg,downloaded
Ally of Justice Reverse Break,55982698,55982698,1,https://images.ygoprodeck.com/images/cards/55982698.jpg,55982698-ally-of-justice-reverse-break.jpg,downloaded
Ally of Justice Rudra,52265835,52265835,1,https://images.ygoprodeck.com/images/cards/52265835.jpg,52265835-ally-of-justice-rudra.jpg,downloaded
Ally of Justice Thousand Arms,85876417,85876417,1,https://images.ygoprodeck.com/images/cards/85876417.jpg,85876417-ally-of-justice-thousand-arms.jpg,downloaded
Ally of Justice Searcher,3648368,3648368,1,https://images.ygoprodeck.com/images/cards/3648368.jpg,3648368-ally-of-justice-searcher.jpg,downloaded
Ally of Justice Thunder Armor,71438011,71438011,1,https://images.ygoprodeck.com/images/cards/71438011.jpg,71438011-ally-of-justice-thunder-armor.jpg,downloaded
Ally of Justice Unknown Crusher,22371016,22371016,1,https://images.ygoprodeck.com/images/cards/22371016.jpg,22371016-ally-of-justice-unknown-crusher.jpg,downloaded
Ally of Justice Unlimiter,82377606,82377606,1,https://images.ygoprodeck.com/images/cards/82377606.jpg,82377606-ally-of-justice-unlimiter.jpg,downloaded
Ally Salvo,59482302,59482302,1,https://images.ygoprodeck.com/images/cards/59482302.jpg,59482302-ally-salvo.jpg,downloaded
Aloof Lupine,92998610,92998610,1,https://images.ygoprodeck.com/images/cards/92998610.jpg,92998610-aloof-lupine.jpg,downloaded
"Alpacaribou, Mystical Beast of the Forest",77797992,77797992,1,https://images.ygoprodeck.com/images/cards/77797992.jpg,77797992-alpacaribou-mystical-beast-of-the-forest.jpg,downloaded
Alpha Summon,73355951,73355951,1,https://images.ygoprodeck.com/images/cards/73355951.jpg,73355951-alpha-summon.jpg,downloaded
Alpha The Electromagnet Warrior,42023223,42023223,1,https://images.ygoprodeck.com/images/cards/42023223.jpg,42023223-alpha-the-electromagnet-warrior.jpg,downloaded
Alpha The Magnet Warrior,99785935,99785935,1,https://images.ygoprodeck.com/images/cards/99785935.jpg,99785935-alpha-the-magnet-warrior.jpg,downloaded
Altar for Tribute,21070956,21070956,1,https://images.ygoprodeck.com/images/cards/21070956.jpg,21070956-altar-for-tribute.jpg,downloaded
"Alpha, the Master of Beasts",73304257,73304257,1,https://images.ygoprodeck.com/images/cards/73304257.jpg,73304257-alpha-the-master-of-beasts.jpg,downloaded
"Alsei, the Sylvan High Protector",10406322,10406322,1,https://images.ygoprodeck.com/images/cards/10406322.jpg,10406322-alsei-the-sylvan-high-protector.jpg,downloaded
Altergeist Adminia,61470213,61470213,1,https://images.ygoprodeck.com/images/cards/61470213.jpg,61470213-altergeist-adminia.jpg,downloaded
Altergeist Camouflage,80143954,80143954,1,https://images.ygoprodeck.com/images/cards/80143954.jpg,80143954-altergeist-camouflage.jpg,downloaded
Altergeist Dragvirion,21187631,21187631,1,https://images.ygoprodeck.com/images/cards/21187631.jpg,21187631-altergeist-dragvirion.jpg,downloaded
Altergeist Emulatelf,86885905,86885905,1,https://images.ygoprodeck.com/images/cards/86885905.jpg,86885905-altergeist-emulatelf.jpg,downloaded
Altergeist Failover,98753320,98753320,1,https://images.ygoprodeck.com/images/cards/98753320.jpg,98753320-altergeist-failover.jpg,downloaded
Altergeist Fifinellag,12977245,12977245,1,https://images.ygoprodeck.com/images/cards/12977245.jpg,12977245-altergeist-fifinellag.jpg,downloaded
Altergeist Haunted Rock,2547033,2547033,1,https://images.ygoprodeck.com/images/cards/2547033.jpg,2547033-altergeist-haunted-rock.jpg,downloaded
Altergeist Fijialert,85673903,85673903,1,https://images.ygoprodeck.com/images/cards/85673903.jpg,85673903-altergeist-fijialert.jpg,downloaded
Altergeist Hexstia,1508649,1508649,1,https://images.ygoprodeck.com/images/cards/1508649.jpg,1508649-altergeist-hexstia.jpg,downloaded
Altergeist Kidolga,76685519,76685519,1,https://images.ygoprodeck.com/images/cards/76685519.jpg,76685519-altergeist-kidolga.jpg,downloaded
Altergeist Kunquery,52927340,52927340,1,https://images.ygoprodeck.com/images/cards/52927340.jpg,52927340-altergeist-kunquery.jpg,downloaded
Altergeist Malwisp,27132400,27132400,1,https://images.ygoprodeck.com/images/cards/27132400.jpg,27132400-altergeist-malwisp.jpg,downloaded
Altergeist Manifestation,35146019,35146019,1,https://images.ygoprodeck.com/images/cards/35146019.jpg,35146019-altergeist-manifestation.jpg,downloaded
Altergeist Marionetter,53143898,53143898,1,https://images.ygoprodeck.com/images/cards/53143898.jpg,53143898-altergeist-marionetter.jpg,downloaded
Altergeist Meluseek,25533642,25533642,1,https://images.ygoprodeck.com/images/cards/25533642.jpg,25533642-altergeist-meluseek.jpg,downloaded
Altergeist Memorygant,23790299,23790299,1,https://images.ygoprodeck.com/images/cards/23790299.jpg,23790299-altergeist-memorygant.jpg,downloaded
Altergeist Multifaker,42790071,42790071,1,https://images.ygoprodeck.com/images/cards/42790071.jpg,42790071-altergeist-multifaker.jpg,downloaded
Altergeist Peritrator,54126514,54126514,1,https://images.ygoprodeck.com/images/cards/54126514.jpg,54126514-altergeist-peritrator.jpg,downloaded
Altergeist Pixiel,57769391,57769391,1,https://images.ygoprodeck.com/images/cards/57769391.jpg,57769391-altergeist-pixiel.jpg,downloaded
Altergeist Pookuery,59185998,59185998,1,https://images.ygoprodeck.com/images/cards/59185998.jpg,59185998-altergeist-pookuery.jpg,downloaded
Altergeist Primebanshee,93503294,93503294,1,https://images.ygoprodeck.com/images/cards/93503294.jpg,93503294-altergeist-primebanshee.jpg,downloaded
Altergeist Protocol,27541563,27541563,1,https://images.ygoprodeck.com/images/cards/27541563.jpg,27541563-altergeist-protocol.jpg,downloaded
Altergeist Revitalization,22024279,22024279,1,https://images.ygoprodeck.com/images/cards/22024279.jpg,22024279-altergeist-revitalization.jpg,downloaded
Altergeist Silquitous,89538537,89538537,1,https://images.ygoprodeck.com/images/cards/89538537.jpg,89538537-altergeist-silquitous.jpg,downloaded
Altitude Knight,27632240,27632240,1,https://images.ygoprodeck.com/images/cards/27632240.jpg,27632240-altitude-knight.jpg,downloaded
Aluber the Jester of Despia,62962630,62962630,1,https://images.ygoprodeck.com/images/cards/62962630.jpg,62962630-aluber-the-jester-of-despia.jpg,downloaded
Alviss of the Nordic Alfar,27024795,27024795,1,https://images.ygoprodeck.com/images/cards/27024795.jpg,27024795-alviss-of-the-nordic-alfar.jpg,downloaded
Amabie,2139640,2139640,1,https://images.ygoprodeck.com/images/cards/2139640.jpg,2139640-amabie.jpg,downloaded
Amano-Iwato,32181268,32181268,1,https://images.ygoprodeck.com/images/cards/32181268.jpg,32181268-amano-iwato.jpg,downloaded
Amarylease,18988391,18988391,1,https://images.ygoprodeck.com/images/cards/18988391.jpg,18988391-amarylease.jpg,downloaded
Amanokujaki,43739056,43739056,1,https://images.ygoprodeck.com/images/cards/43739056.jpg,43739056-amanokujaki.jpg,downloaded
Amatsu-Okami of the Divine Peaks,662855,662855,1,https://images.ygoprodeck.com/images/cards/662855.jpg,662855-amatsu-okami-of-the-divine-peaks.jpg,downloaded
Amaterasu,20073910,20073910,1,https://images.ygoprodeck.com/images/cards/20073910.jpg,20073910-amaterasu.jpg,downloaded
Amaze Attraction Cyclo-Coaster,66984907,66984907,1,https://images.ygoprodeck.com/images/cards/66984907.jpg,66984907-amaze-attraction-cyclo-coaster.jpg,downloaded
Amaze Attraction Majestic Merry-Go-Round,29867611,29867611,1,https://images.ygoprodeck.com/images/cards/29867611.jpg,29867611-amaze-attraction-majestic-merry-go-round.jpg,downloaded
Amaze Attraction Horror House,92650018,92650018,1,https://images.ygoprodeck.com/images/cards/92650018.jpg,92650018-amaze-attraction-horror-house.jpg,downloaded
Amaze Attraction Rapid Racing,55262310,55262310,1,https://images.ygoprodeck.com/images/cards/55262310.jpg,55262310-amaze-attraction-rapid-racing.jpg,downloaded
